id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4d630a,0.0014020475967455037,0.983030552927728,0.00021130394808561051,0.014907386241749023,0.0004487092856916262
7a4bbbd6,0.008423249567515584,0.8978563904670526,0.017336417871749773,0.07517323220127077,0.0012107098924110475
7a4ac744,0.03725495262683436,0.5647466490303049,0.008838849348822325,0.3875618321761821,0.0015977168178563693
7a4881fa,0.007083153504046294,0.13714591033511464,0.034073271440735464,0.8210466421467487,0.0006510225733550848
7a4aa4a8,0.0026250076856058012,0.7648113601356089,0.005713748188543749,0.2189013991107467,0.007948484879494977
7a514434,0.00027758458065620036,0.9215763035497622,0.005440434820365764,0.07219815216173586,0.0005075248874799912
7a485f72,0.0091431882941436,0.9308993739477587,0.0007365240277549125,0.058842565181882876,0.00037834854845982435
7a4b8d32,0.0009537771219611637,0.8962273422627017,0.0006061917600919484,0.10195185295140827,0.0002608359038368935
7a47eb3c,0.0004103193974946664,0.042714865592364586,0.00403983733206525,0.9525906844092304,0.000244293268845064
7a4be3ae,0.0016883377181569831,0.6832154889101795,0.0013783515910536252,0.31131632610777654,0.0024014956728331074
7a46a330,0.02538781274825322,0.7969464710821195,0.00470374596644077,0.16991287779130543,0.003049092411880898
7a481620,0.12456047832741424,0.3012384559774988,0.06468743004354718,0.5004176005418096,0.009096035109730269
7a49c678,0.08112573576067092,0.5696927469530797,0.011761305570031189,0.3343472124471751,0.003072999269043139
7a4ea044,0.1109246037248897,0.47448001862051065,0.008777316735090716,0.35158772916824066,0.054230331751268276
7a47aa1e,0.0012103179494150952,0.8263996090261115,0.0018305824170475014,0.17015180308694777,0.00040768752047835107
7a51aa1e,0.005202549440402104,0.3433553241245436,0.027011355007138894,0.6240311587146848,0.000399612713230793
7a498be0,0.0006771818782563678,0.6656992768865692,0.009771130528592,0.3228767307974117,0.0009756799091706209
7a4a2848,0.09405695494542528,0.6657630172075825,0.0066748347504916,0.2327784260804307,0.0007267670160699734
7a4c4cd6,0.12171807990691781,0.4617724639819245,0.015331943458209115,0.3989665954236265,0.0022109172293221266
7a465038,0.32123865137610036,0.15359322217835536,0.10557996460265301,0.41380688969974183,0.0057812721431493375
7a4e94aa,0.6469042716567575,0.0071730775224893625,0.22635502765674884,0.11746301927364933,0.002104603890354983
7a49f62a,0.01044918670876001,0.6799527329903585,0.034114466864793386,0.2749595101618005,0.0005241032742877328
7a45b6f0,0.002014411987865713,0.8554694108258757,0.04304824273933982,0.09550559935685053,0.003962335090068056
7a50bb90,0.0018654996872043107,0.9843584073108559,0.0003264008835250885,0.007157364488721985,0.006292327629692901
7a4d38e4,0.0013404202648537905,0.7909375760844723,0.005851656247868626,0.20153676510950122,0.00033358229330397146
7a48a3a6,0.001662571501583756,0.08455117922493204,0.010766770592794286,0.8732536484763297,0.02976583020436041
7a4ebe9e,0.03484211099509323,0.09443862709949878,0.08683958679714175,0.7825751094164457,0.0013045656918204765
7a48352e,0.008486350618377861,0.20592611409062786,0.014361600227419004,0.77034652842655,0.0008794066370254933
7a4bfaec,0.015557947502452983,0.966451211235952,0.002397019283434122,0.013522314038120578,0.0020715079400402277
7a51e060,0.0031890563285630327,0.8734441429026348,0.0024683728266391924,0.1172944995579212,0.0036039283842417527
7a4c0f5a,0.004440304999553733,0.9456712248192617,0.0024097382611542786,0.04706798052218021,0.00041075139784981554
7a4b9976,0.829281624897925,0.043406490976993464,0.06546939168759609,0.06006965175961815,0.0017728406778670667
7a4b27d4,0.45920674840096476,0.01957133208655169,0.3704006218103691,0.14875662354453423,0.002064674157580368
7a51c698,0.4668525989031855,0.1653463674533116,0.2962822529485585,0.06359924574803556,0.007919534946909008
7a474bb4,0.035522925986956416,0.7343243702623897,0.007824697311398112,0.2219325425143347,0.0003954639249210736
7a480054,0.016576950904727883,0.03230894270643684,0.04999134035140611,0.8984811849061766,0.002641581131252417
7a4a4044,0.00656171217888322,0.40088583682050416,0.0068950541355260915,0.5823721837246568,0.003285213140429889
7a4c35ca,0.002312987953887176,0.5727307868898885,0.0018269327105709574,0.42190605244622026,0.0012232399994328883
7a4d3fd8,0.0003179206733437333,0.9666003782063485,0.0007411102099273115,0.026990767756594206,0.005349823153786302
7a4c1a68,0.0009358742111256451,0.9600517241498947,0.00039185681874874165,0.037907659585196166,0.0007128852350346154
7a4eb1c4,0.003504430231740014,0.9701777104353397,0.004805123769320639,0.020656390719296047,0.0008563448443035181
7a4a51ce,0.005848032081246842,0.7147846919070455,0.001585736917687512,0.2762332616874487,0.0015482774065714543
7a4a14fc,0.02016808798186536,0.838233458675284,0.027778733939212923,0.11254168252214274,0.001278036881495048
7a5015d2,0.0032828689074185665,0.9225415933328406,0.024815859365778386,0.048475961105955145,0.0008837172880071777
7a4ba95c,0.0049524981203453505,0.989767520559986,0.0010509398845797084,0.004015171525596027,0.00021386990949310598
7a5101ae,0.006964314316107573,0.973292679710922,0.001706468482060791,0.017406820807174646,0.0006297166837351358
7a4d0a22,0.006643017252322831,0.860183462958713,0.0022148932541821965,0.13068927522157933,0.0002693513132025978
7a5134ee,0.001680257378234663,0.8253589700329695,0.0042705216989372685,0.16800540947509718,0.0006848414147611668
7a4a85c2,0.012663953866874831,0.8367144109419049,0.0043758153321601274,0.14416191098778164,0.002083908871278624
7a514b14,0.039415690338755124,0.3499412505969558,0.01932836303463542,0.5792590368989985,0.012055659130655235
7a4d0a90,0.046242472313114444,0.3795901962393206,0.055076329731536776,0.5168021874708347,0.0022888142451931628
7a485fd6,0.03691182363469369,0.5698233277817674,0.010481956829859973,0.3506679291673647,0.032114962586314286
7a4f668c,0.002809396458069208,0.8794442865549309,0.0025494036987634625,0.10846972404361896,0.006727189244617315
7a44e752,0.0025049894781388657,0.03676781121564193,0.005140741052256546,0.9553212144433723,0.0002652438105903287
