id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4d630a,4.5660534011805383e-05,0.9891012546336467,0.0007056096658881266,0.008959194940157563,0.0011882802262959088
7a4bbbd6,0.002180126279805239,0.9351497825592807,0.0025886540785723935,0.05921912646688686,0.0008623106154546013
7a4ac744,0.02072580234890202,0.6623170624986326,0.011714073620620945,0.3045977669683939,0.0006452945634507771
7a4881fa,0.0053272830812657575,0.18062740855551596,0.011796240347110954,0.8014759988075998,0.0007730692085076664
7a4aa4a8,0.002613264304617456,0.6335586669862489,0.004343341348902224,0.3587553985811882,0.0007293287790430064
7a514434,0.001342655440918495,0.40862738219269285,0.0055748608918402,0.5835634200636597,0.0008916814108888625
7a485f72,0.00043882819345788686,0.9686770953293007,0.000632806917801199,0.030166865576462764,8.44039829774364e-05
7a4b8d32,0.004778859556510825,0.9210629544885599,0.000532464765226708,0.07339260144313707,0.0002331197465654182
7a47eb3c,8.482163810531668e-05,0.009081508046257502,0.006467725882627256,0.9842885636708962,7.738076211367654e-05
7a4be3ae,0.005436537546637151,0.08387464056208636,0.0014422101397471483,0.9061844839037995,0.003062127847729914
7a46a330,0.006758732049445617,0.09802291413273477,0.0035640720678961654,0.8896719139514294,0.001982367798494648
7a481620,0.020946503365513482,0.5926160986707263,0.01907455528876798,0.3653654308950931,0.0019974117798988514
7a49c678,0.01598829705951035,0.38304030076997,0.0037477478344059133,0.5967844303538172,0.00043922398229666884
7a4ea044,0.0552367041271712,0.22383354810804257,0.007112012574896062,0.6912722830489357,0.02254545214095487
7a47aa1e,0.001510677812307242,0.9446030416200895,0.00048428152003585453,0.053347814890989026,5.418415657848096e-05
7a51aa1e,0.0009203076392471622,0.18450498174040056,0.005489769933987636,0.8088244354499733,0.0002605052363911453
7a498be0,0.0016822000705316949,0.6820057302130839,0.0053649490576292425,0.3099942474324903,0.0009528732262646811
7a4a2848,0.01704575991398904,0.7238337421953397,0.0062565404495854935,0.25261170029400715,0.00025225714707919554
7a4c4cd6,0.043704362081924075,0.22509945096566475,0.020003366665369282,0.7098998648656406,0.0012929554214011138
7a465038,0.23214008015119814,0.14952161928883115,0.047132303936326794,0.5615850787947155,0.009620917828928415
7a4e94aa,0.2415548027510183,0.034219445497676,0.4506911769102976,0.27105583138793315,0.0024787434530746844
7a49f62a,0.007735855818945572,0.12553066459934506,0.14619317248167787,0.7186689935177721,0.0018713135822595109
7a45b6f0,0.005834295179232506,0.8050513135963323,0.025219285242477307,0.1606478177726028,0.0032472882093552164
7a50bb90,0.0008728120690617118,0.9729052803615252,0.0003974808813901918,0.025468523299268745,0.0003559033887541916
7a4d38e4,0.0010288358508731784,0.8638676688593616,0.004643811676359002,0.1300974189459635,0.00036226466744275623
7a48a3a6,0.0006378860545615561,0.1807537190497199,0.016866630308726847,0.795873116265232,0.005868648321759982
7a4ebe9e,0.02819900023464925,0.02858936491235196,0.012167801530852436,0.9309383481847117,0.00010548513743448081
7a48352e,0.003817090595706652,0.5119224417411055,0.0068479380636144276,0.4768652162816753,0.0005473133178981697
7a4bfaec,0.012421964266890217,0.9234931050565923,0.003798340879193039,0.045343603286198464,0.01494298651112584
7a51e060,0.00035019854971589734,0.917555666080771,0.002334595366340513,0.07924024892653916,0.0005192910766334936
7a4c0f5a,0.01309590515493186,0.9247411638664673,0.0018453276293658237,0.05984424997762456,0.00047335337161043164
7a4b9976,0.9528239125199321,0.019719696925238242,0.01609586423826598,0.011067302610720187,0.00029322370584352545
