id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4d630a,0.0031559383905676547,0.9602643368582517,0.002708390652987812,0.030261103191350072,0.0036102309068427436
7a4bbbd6,0.0014625524559957921,0.954943450337591,0.0037063994071414494,0.03927411407966535,0.0006134837196065413
7a4ac744,0.003253955223521897,0.7322958595126432,0.022836765851562343,0.23814398183397534,0.0034694375782977796
7a4881fa,0.0037850950894255256,0.122824669912624,0.06311488533092914,0.8088395183176074,0.0014358313494139323
7a4aa4a8,0.00720211845929503,0.490731294276215,0.007285198738542791,0.49407262929113543,0.0007087592348120623
7a514434,0.0009982584745957081,0.7866377537335357,0.013675588612904589,0.19829585896075325,0.0003925402182107175
7a485f72,0.001509332502352232,0.9775907240710593,0.0018067754092141654,0.018284910725411056,0.0008082572919635302
7a4b8d32,0.00046549267775679076,0.872941806225874,0.0015031186732276886,0.12481279279892092,0.0002767896242204886
7a47eb3c,0.0011382514937973115,0.04185385678970535,0.005396225133932745,0.9509653640281327,0.0006463025544321906
7a4be3ae,0.009142213542300324,0.22224868056728014,0.008732932420906198,0.7192879012229508,0.0405882722465626
7a46a330,0.0008667274809677768,0.2700118825400765,0.0013086268021850107,0.7260164587136061,0.001796304463165036
7a481620,0.03280303971270286,0.4538584278325756,0.14747001421835643,0.36142280783558806,0.004445710400776762
7a49c678,0.08385784601106874,0.08357904108916768,0.1456848255648015,0.6835065353181766,0.0033717520167856506
7a4ea044,0.008594888767531759,0.6513509938036551,0.020371435605771603,0.29493600678187354,0.024746675041168016
7a47aa1e,0.0013503729028600973,0.9211502622760872,0.0020296601050523244,0.07535036351369986,0.00011934120230059419
7a51aa1e,0.003033745690087441,0.7767065563547906,0.05323488239177825,0.16537966750066788,0.0016451480626755001
7a498be0,0.004712710826337416,0.5121766286772641,0.01926412104207467,0.46349685333635454,0.00034968611796935015
7a4a2848,0.08770532884296554,0.23557164964085847,0.021399483856385907,0.6482764600995061,0.007047077560284102
7a4c4cd6,0.041766814030477876,0.13082720982298804,0.02924710961606284,0.793370973489572,0.00478789304089951
7a465038,0.20917329212799635,0.32018682782552654,0.3412604291635361,0.12458713341621809,0.004792317466722768
7a4e94aa,0.2378446260701142,0.020299599944750262,0.442565754297333,0.2946108598875637,0.004679159800238647
7a49f62a,0.019766460160091898,0.16798558148904225,0.01689285484822241,0.7946435757562379,0.0007115277464054206
7a45b6f0,0.0043249980299201385,0.9667099489820309,0.004412336270360826,0.021871094572258665,0.0026816221454295545
7a50bb90,0.002345955493766466,0.7598974426108106,0.008251751555266345,0.21949928003492872,0.010005570305227618
7a4d38e4,0.0014622866679411305,0.6389440300121331,0.03160791750332254,0.3276143133616682,0.0003714524549352938
7a48a3a6,0.0008411458252768882,0.2480963327615065,0.022255560258839072,0.7188434589766456,0.009963502177732323
7a4ebe9e,0.015066585994893704,0.3699003921792003,0.007768885435147943,0.6064476348924775,0.0008165014982808688
7a48352e,0.0015776431732272699,0.5764943357511355,0.010358081657907355,0.41069004465909426,0.0008798947586361301
7a4bfaec,0.0018316437751957626,0.892506854777021,0.002345736116255463,0.10233675447571207,0.0009790108558156649
7a51e060,0.0007177980723357482,0.8363755979634742,0.005537062876366758,0.15631085046788604,0.0010586906199373928
7a4c0f5a,0.02091597100552511,0.8596861949216877,0.003493625483646597,0.09093486277162588,0.024969345817514553
7a4b9976,0.3850095819757931,0.2359910065673213,0.08792704269194172,0.28653031937739604,0.00454204938754765
7a4b27d4,0.49030753876722355,0.05691526834101126,0.38383474750547075,0.06590519961198459,0.003037245774310406
7a51c698,0.5350975755444346,0.1411560922308024,0.0608963851537312,0.23539467222856103,0.02745527484247062
7a474bb4,0.016480625695537245,0.576615820114313,0.027258512582765484,0.3775880067882022,0.0020570348191821363
7a480054,0.0141299915954319,0.1428406334800101,0.04419486626353393,0.796039500185041,0.0027950084759827626
7a4a4044,0.002652705573122254,0.3879801479481376,0.021296615378977868,0.5864131474156841,0.0016573836840781443
7a4c35ca,0.0031282063431675926,0.8553499059222801,0.002397355123633992,0.13671963228098477,0.002404900329933705
7a4d3fd8,0.005894276175632271,0.5501677253299802,0.00989897036215404,0.4269833428595758,0.00705568527265776
7a4c1a68,0.002772443132115482,0.8479799701578471,0.0032427802769982752,0.14365570692921545,0.002349099503823822
7a4eb1c4,0.009247806835167282,0.9847696669442828,0.001095039058172296,0.004158090528637609,0.0007293966337398996
7a4a51ce,0.0005170870821724464,0.8674925369697623,0.0008807835937211675,0.13107220482562754,3.7387528716750034e-05
